Date,High,Low,Open,Close,Volume,Adj Close
2018-01-02,15523.956878292634,15308.937886825564,15492.162557519094,15460.571166739788,86049300.0,15460.571166739788
2018-01-03,15710.947625352212,15553.4712504565,15581.37387805822,15656.203812727157,84809300.0,15656.203812727157
2018-01-04,15863.789088858819,15688.82159440436,15692.79770186267,15815.1949566744,101199400.0,15815.1949566744
2018-01-05,16091.143224509193,15953.933238598556,15953.933238598556,16075.26044203456,112555000.0,16075.26044203456
2018-01-08,16139.611330120515,16050.943204751726,16129.740377043121,16091.413289495738,95005300.0,16091.413289495738
2018-01-09,16070.362328384866,15993.991044497963,16020.373979185071,16023.16318925922,94770400.0,16023.16318925922
2018-01-10,15958.915082420253,15779.605827911686,15931.955261426878,15843.749278948555,120334900.0,15843.749278948555
2018-01-11,15900.058701156247,15724.529888480118,15879.194995316519,15785.578616642637,110577300.0,15785.578616642637
2018-01-12,15974.012394940733,15857.047629164688,15945.280699528055,15949.796486626316,87893300.0,15949.796486626316
2018-01-15,16155.244414067653,16061.778076894707,16147.929036034651,16094.453193977983,58326200.0,16094.453193977983
2018-01-16,16379.69526560995,16190.11083333961,16229.418940938605,16251.171447920451,85801600.0,16251.171447920451
2018-01-17,16261.231936609347,16121.42427095651,16199.23673695891,16178.424670534594,88144100.0,16178.424670534594
2018-01-18,16196.51546750521,16084.483550933557,16144.075578181395,16182.064841139007,89644100.0,16182.064841139007
2018-01-19,16452.69349403341,16268.336575089368,16271.92271365759,16439.209326221408,108147200.0,16439.209326221408
2018-01-22,16508.22340477987,16435.805829810022,16465.439252766548,16500.429670923128,95295700.0,16500.429670923128
2018-01-23,16664.693352136193,16567.770799531118,16640.487250430975,16618.989732989947,97239000.0,16618.989732989947
2018-01-24,16713.45354414044,16513.904582674306,16708.36954776692,16513.904582674306,105385100.0,16513.904582674306
2018-01-25,16657.819390464367,16384.111326403647,16572.344913856028,16478.148255535918,106119200.0,16478.148255535918
2018-01-26,16542.153633516107,16442.54292398777,16478.72880450784,16531.594728879554,75829200.0,16531.594728879554
2018-01-29,16616.357628173177,16498.0676194906,16602.538679239624,16559.761349702294,78822500.0,16559.761349702294
2018-01-30,16479.125611208106,16308.32753094286,16372.78321836444,16340.270632595315,115152700.0,16340.270632595315
2018-01-31,16465.520179319126,16330.180781893881,16393.978550819316,16367.571868483526,111852500.0,16367.571868483526
2018-02-01,16518.5665910049,16109.210507276817,16436.280853032473,16149.099382850156,122880100.0,16149.099382850156
2018-02-02,16206.20272782824,15990.380649964749,16206.20272782824,15994.246047079887,140869300.0,15994.246047079887
2018-02-05,15873.090589104535,15711.08217407797,15792.422473416578,15792.0493081711,113937900.0,15792.0493081711
2018-02-06,15521.810838277719,15129.380185117556,15129.380185117556,15327.01769009536,204856800.0,15327.01769009536
2018-02-07,15663.922538979137,15371.178682574031,15450.22067245865,15588.581637190902,153471100.0,15588.581637190902
2018-02-08,15385.85802464622,14951.725473483713,15342.747040022978,15041.08635946299,153991900.0,15041.08635946299
2018-02-09,15076.053279000911,14717.034459992992,15035.494582482106,14844.693657729855,175812900.0,14844.693657729855
2018-02-12,15167.937138403002,14975.788348662707,14995.748207438537,15049.831635099274,120024900.0,15049.831635099274
2018-02-13,15134.393857368628,15005.930157342593,15112.406902686667,15006.274998918292,94601100.0,15006.274998918292
2018-02-14,15310.894774794702,14917.427443290098,15188.765045686683,15243.50524234733,130713000.0,15243.50524234733
2018-02-15,15559.119415947307,15303.627972494623,15491.148425968482,15392.30754183416,111934900.0,15392.30754183416
2018-02-16,15609.637964291618,15465.333781092948,15515.061212644528,15569.426207978378,104230500.0,15569.426207978378
2018-02-19,15521.659458224185,15343.387828143486,15508.726380360473,15372.85270066354,66917000.0,15372.85270066354
2018-02-20,15493.465194387967,15292.223386386842,15378.815300835917,15483.299277478263,87127600.0,15483.299277478263
2018-02-21,15387.539529031532,15261.583103478117,15366.383966770563,15382.753567930129,83382600.0,15382.753567930129
2018-02-22,15349.492142012508,15086.648691008908,15178.910045455486,15305.523381139205,104173000.0,15305.523381139205
2018-02-23,15424.74052857364,15324.426339750822,15398.175620086704,15388.339573900064,97926500.0,15388.339573900064
2018-02-26,15483.572080746695,15339.972300311147,15440.063177144497,15392.13138830574,78303000.0,15392.13138830574
2018-02-27,15489.986735731456,15315.807955566139,15485.172356505625,15383.051711972696,89864600.0,15383.051711972696
2018-02-28,15308.595251850471,15187.564039892044,15199.182845141282,15209.443654752324,93391300.0,15209.443654752324
2018-03-01,15102.38224391079,14804.013144035694,15100.57855702055,14862.288303047906,113680600.0,14862.288303047906
2018-03-02,14824.896004980536,14574.889574518755,14788.683838359606,14619.125721671593,120480800.0,14619.125721671593
2018-03-05,14914.197649668955,14570.352022310615,14571.078439795487,14890.417098463091,109920600.0,14890.417098463091
2018-03-06,15124.08134615027,14939.970517686132,15086.71391497889,14944.325654020546,104517000.0,14944.325654020546
2018-03-07,15242.299611911485,14925.575514144382,14974.595832137471,15204.639804450399,92920300.0,15204.639804450399
2018-03-08,15372.676445479285,15117.468102930232,15192.974390573008,15339.007769915259,97759800.0,15339.007769915259
2018-03-09,15270.045457592949,15118.169114733424,15176.095616248684,15194.604839465688,96109700.0,15194.604839465688
2018-03-12,15330.501816465858,15214.860847372995,15328.458371245153,15285.48832433354,136801400.0,15285.48832433354
2018-03-13,15375.000308320174,15007.983204788141,15332.786635379622,15080.244490836301,131887900.0,15080.244490836301
2018-03-14,15270.946228550047,15122.077169976246,15134.135499580674,15165.426162994168,104202200.0,15165.426162994168
2018-03-15,15319.030367799978,15147.714982936064,15202.390105764975,15278.40109549091,106658200.0,15278.40109549091
2018-03-16,15329.91110983939,15186.632655334153,15196.405492959917,15250.591249621235,212840100.0,15250.591249621235
2018-03-19,15191.052136498067,14962.654658679072,15162.487310662027,15003.463094682216,97309700.0,15003.463094682216
2018-03-20,15198.99302874653,15040.526013884857,15126.440573454058,15183.362342524704,72907500.0,15183.362342524704
2018-03-21,15123.853923784925,15009.029463476418,15114.87318626473,15081.04645949002,108917200.0,15081.04645949002
2018-03-22,15147.085151174282,14828.923075292603,15048.996010116458,14940.768282059713,138428600.0,14940.768282059713
2018-03-23,14792.176407885714,14566.530482806731,14784.448016295775,14649.858937339457,145617800.0,14649.858937339457
2018-03-26,14929.677031833868,14608.423465694455,14848.877323794373,14683.965237691269,99857900.0,14683.965237691269
2018-03-27,14942.5275899463,14799.998219123141,14884.917016389318,14853.25270871888,98677800.0,14853.25270871888
2018-03-28,14724.508567988756,14489.678186430396,14609.924498387072,14699.333829739087,113396700.0,14699.333829739087
2018-03-29,14949.569783125247,14692.404245347736,14709.701519052374,14882.421951627124,111589200.0,14882.421951627124
2018-04-03,14819.543106827437,14628.16956721186,14731.124529013307,14737.23981057194,95226700.0,14737.23981057194
2018-04-04,14757.850946648836,14489.051491284172,14744.76499997327,14692.460809478624,107305000.0,14692.460809478624
2018-04-05,15096.873804020315,14868.099120637591,14890.11610557373,15075.825939712277,109092300.0,15075.825939712277
2018-04-06,,,,,87009100.0,
2018-04-09,15244.181290723745,15039.973554290076,15170.13495755557,15109.42305335781,77287300.0,15109.42305335781
2018-04-10,15365.947543403045,15249.79617622713,15317.731535923836,15326.904843837172,99355700.0,15326.904843837172
2018-04-11,15317.988361940808,15163.4165113195,15306.284835127495,15209.661571279574,98812700.0,15209.661571279574
2018-04-12,15331.040340303169,15120.769654742822,15143.81318248531,15307.329756736177,82053600.0,15307.329756736177
2018-04-13,,,,,76693800.0,
2018-04-16,15465.35855180692,15327.375650548565,15455.388765902913,15346.919720719963,62656800.0,15346.919720719963
2018-04-17,15607.83218659661,15364.09272364611,15396.189271075464,15572.346307557902,85350700.0,15572.346307557902
2018-04-18,15647.55309613812,15533.912755317111,15594.731366492968,15586.3754413017,83029000.0,15586.3754413017
2018-04-19,15549.943955402148,15474.660356992086,15549.943955402148,15515.141386135234,70668500.0,15515.141386135234
2018-04-20,,,,,111680200.0,
2018-04-23,15368.931534450507,15220.274221978423,15307.800845222073,15349.591526064361,78154600.0,15349.591526064361
