Date,High,Low,Close,Open,Volume,Adj Close
2022-03-24,29493.005765188915,29207.359086999353,29317.71932443652,29313.041644082394,1160000000.0,29317.71932443652
2022-03-23,29709.245347985114,29214.23078501561,29305.17096040963,29709.245347985114,653150000.0,29305.17096040963
2022-03-22,29609.41683267123,29362.840439480082,29550.2984319803,29398.040456291026,535650000.0,29550.2984319803
2022-03-21,29569.494789103002,29206.319221128404,29334.530013970107,29206.319221128404,672310000.0,29334.530013970107
2022-03-18,29452.827014258764,28940.66194279756,29409.31690264643,29391.357882088072,1090000000.0,29409.31690264643
2022-03-17,29465.213802697777,28762.178377681284,29083.556553155628,29371.240610980432,948650000.0,29083.556553155628
2022-03-16,29292.575646852914,28721.115718618046,29108.04902460232,28782.23700854673,1040000000.0,29108.04902460232
2022-03-15,28207.909286007056,27459.01182485793,28095.358538759032,27811.0981390979,789810000.0,28095.358538759032
2022-03-14,28229.49610393469,27795.777245325095,28015.8069742971,27872.848323441685,1000000000.0,28015.8069742971
2022-03-11,28515.034959781595,27422.319546601862,27749.80815781307,27710.345196423088,1170000000.0,27749.80815781307
2022-03-10,28944.42114748003,27612.604896709498,27676.622704966998,28892.79495441716,1200000000.0,27676.622704966998
2022-03-09,28368.41448012848,27094.291254729796,28368.41448012848,27188.506472147932,1240000000.0,28368.41448012848
2022-03-08,27251.802790952624,25961.731554785772,26484.363986635908,25961.731554785772,1390000000.0,26484.363986635908
2022-03-07,26977.033499151414,24980.545934802143,26295.298346413456,25994.541473508674,2010000000.0,26295.298346413456
2022-03-04,28653.5531705371,27146.78022464013,27146.78022464013,28641.04763680375,1590000000.0,27146.78022464013
2022-03-03,30014.94546577164,29005.90003777102,29047.92692875268,29848.69366355679,1310000000.0,29047.92692875268
2022-03-02,30027.442790780762,29167.325881296078,29828.144150946504,29511.060927856382,990920000.0,29828.144150946504
2022-03-01,31346.414860093977,29839.186199827014,29839.186199827014,31076.2346200549,1100000000.0,29839.186199827014
2022-02-28,31070.193986966646,30451.42324558037,30994.911946494773,30706.440738389283,955280000.0,30994.911946494773
2022-02-25,31460.586848749877,30264.88405610414,31423.50090371742,30661.717096778844,999060000.0,31423.50090371742
2022-02-24,31398.639480239886,30197.318948859524,30663.000522835668,31296.187272826148,1330000000.0,30663.000522835668
2022-02-23,32562.35559505549,31995.525032860955,32021.627357632526,32293.469928333023,568550000.0,32021.627357632526
2022-02-22,32301.222286221757,31202.568106900617,32088.40843764506,31202.568106900617,890950000.0,32088.40843764506
