Date,High,Low,Close,Open,Adj Close
2022-09-30,,,,,
2022-09-29,7824.628868650812,7627.935016664069,7686.351191899201,7824.628868650812,7686.351191899201
2022-09-28,7597.659319399382,7407.790979394367,7591.038525212471,7568.499651384686,7591.038525212471
2022-09-27,7588.620325886217,7492.748282713164,7492.748282713164,7531.753625554969,7492.748282713164
2022-09-26,7617.5961303381055,7473.552440084735,7563.559547411555,7561.02792919231,7563.559547411555
2022-09-23,,,,,
2022-09-22,8159.658496570737,8053.426026104333,8064.611355674171,8152.607120628423,8064.611355674171
2022-09-21,8170.538840027389,8071.283981500701,8146.6424843172335,8096.013276599719,8146.6424843172335
2022-09-20,8338.02588369046,8161.285509688934,8185.662707442396,8235.760011135553,8185.662707442396
2022-09-16,,,,,
2022-09-15,8393.650603848922,8313.10408359122,8339.903295506907,8334.440379231786,8339.903295506907
2022-09-14,8526.934328970872,8380.752242560584,8401.602412206532,8526.934328970872,8401.602412206532
2022-09-13,8645.771740103166,8498.285830839119,8498.285830839119,8598.584993817329,8498.285830839119
2022-09-12,8747.4431267018,8593.220198503783,8735.788441686003,8593.220198503783,8735.788441686003
2022-09-09,,,,,
2022-09-08,8379.671270886109,8267.612188359564,8367.055118781793,8339.138281750968,8367.055118781793
2022-09-07,8409.966876431547,8278.779300355582,8337.841357129508,8409.966876431547,8337.841357129508
2022-09-06,8431.498856791857,8353.586644980356,8404.158209177744,8389.181290211025,8404.158209177744
2022-09-05,8430.15582042096,8317.625895063784,8428.96447677703,8421.747016254583,8428.96447677703
2022-09-02,,,,,
2022-09-01,8412.424232852134,8236.349028670365,8255.762803970743,8412.424232852134,8255.762803970743
2022-08-31,8557.88819777421,8424.714149754787,8448.525882953174,8538.391108876749,8448.525882953174
2022-08-30,8728.968876971743,8571.235532550294,8583.489948944953,8660.071306585409,8583.489948944953
2022-08-26,,,,,
2022-08-25,8910.216975607776,8831.551856854749,8844.049832282668,8834.31867449915,8844.049832282668
2022-08-24,8829.809580988589,8738.164041035378,8810.22347163935,8829.797789231003,8810.22347163935
2022-08-23,8914.56734308122,8836.198846596415,8860.515207803764,8914.56734308122,8860.515207803764
2022-08-22,8884.19378024811,8814.594902557803,8864.63784876522,8884.146714227694,8864.63784876522
2022-08-19,,,,,
2022-08-18,8999.546763309036,8941.995123018021,8999.499032319784,8968.354561832628,8999.499032319784
2022-08-17,9098.951191449658,9035.7141768785,9052.830328822427,9077.294019602241,9052.830328822427
2022-08-16,9150.67112773474,9084.711799804767,9117.268027145112,9084.711799804767,9117.268027145112
2022-08-15,9089.956562727924,8998.685764885908,9053.713495579561,9043.75448910433,9053.713495579561
2022-08-12,,,,,
2022-08-11,9165.416369981032,9098.471632183526,9105.545406627425,9155.793597504766,9105.545406627425
2022-08-10,9185.051602680724,9121.446324533472,9168.429716436789,9145.273877848618,9168.429716436789
2022-08-09,9061.2767706504,9025.537042640628,9041.366361363875,9034.38745501602,9041.366361363875
2022-08-08,9080.182543843259,8990.7313087898,9042.24854940489,8990.7313087898,9042.24854940489
2022-08-05,,,,,
2022-08-04,9108.830613934284,9018.553765954426,9055.722294476234,9052.828571941662,9055.722294476234
2022-08-03,9038.04112494648,8949.201061296037,9037.774082809534,8993.384396681691,9037.774082809534
2022-08-02,9026.301677107298,8969.739602438354,8996.879198162933,9002.112829374251,8996.879198162933
2022-08-01,9156.142471347881,9079.027097857454,9084.516957594258,9129.636742306122,9084.516957594258
2022-07-29,,,,,
2022-07-28,9003.724980372683,8897.560347785908,8941.701267148326,8945.32895439874,8941.701267148326
2022-07-27,8958.377870617265,8886.688662189794,8937.712793400047,8886.688662189794,8937.712793400047
2022-07-26,8865.607910957646,8788.355211402122,8794.481983616794,8794.506057377952,8794.481983616794
2022-07-25,8811.903406328762,8731.435182491445,8807.86492618112,8771.78381847399,8807.86492618112
2022-07-22,,,,,
2022-07-21,8726.883558054145,8637.40418980333,8721.821177922513,8714.383557823907,8721.821177922513
2022-07-20,8796.360290734792,8683.777988793929,8696.64761603621,8734.921288867446,8696.64761603621
2022-07-19,8773.349741215721,8611.794568521516,8758.093286464675,8670.41968654206,8758.093286464675
2022-07-18,8685.067128265218,8553.791288605944,8630.535142081097,8553.791288605944,8630.535142081097
2022-07-15,,,,,
2022-07-14,8474.367277437741,8296.145116122569,8334.884431330385,8472.88732193622,8334.884431330385
2022-07-13,8553.636477404294,8428.117432747482,8490.176990649163,8553.636477404294,8490.176990649163
2022-07-12,8572.056348580301,8484.647956238436,8563.694409701558,8547.93263002529,8563.694409701558
2022-07-11,8573.506310278264,8446.594719740695,8564.616310453473,8564.199777663824,8564.616310453473
2022-07-08,,,,,
2022-07-07,8675.891938134884,8549.260637471942,8647.060704501804,8549.260637471942,8647.060704501804
2022-07-06,8583.18830366829,8376.475533035877,8474.746667347024,8376.618611610462,8474.746667347024
2022-07-05,8675.437045858069,8384.451490246405,8394.835296415367,8642.397662593194,8394.835296415367
2022-07-04,8793.230263019046,8684.430323373206,8761.962849120158,8684.430323373206,8761.962849120158
2022-07-01,,,,,
2022-06-30,8892.413152172589,8647.225805374168,8718.464148670722,8892.413152172589,8718.464148670722
2022-06-29,8911.35268345269,8811.981113528233,8871.160031620224,8884.614197295505,8871.160031620224
2022-06-28,8974.559895664988,8847.72533598598,8927.068550685708,8847.72533598598,8927.068550685708
2022-06-27,8936.148397022787,8842.965378847455,8904.056931047711,8843.321132866291,8904.056931047711
2022-06-24,,,,,
2022-06-23,8724.513031618357,8599.931428826998,8607.606665845737,8691.923926193751,8607.606665845737
2022-06-22,8761.868076103392,8612.383223138697,8684.895995200493,8761.868076103392,8684.895995200493
2022-06-21,8824.489112724154,8732.918738898432,8773.153276895535,8736.058995522597,8773.153276895535
2022-06-20,8735.056229908416,8596.011126434425,8725.463110160408,8596.133643928013,8725.463110160408
2022-06-17,,,,,
2022-06-16,8986.174699821693,8697.14579738442,8703.953308936227,8986.174699821693,8703.953308936227
2022-06-15,8903.94462872089,8749.087065958774,8854.894226176191,8750.255802281506,8854.894226176191
2022-06-14,8735.374817362948,8571.162720367889,8634.000575479899,8656.043677015079,8634.000575479899
2022-06-13,8886.95629941018,8712.678917323712,8751.287126219384,8886.95629941018,8751.287126219384
2022-06-10,,,,,
2022-06-09,9485.91385343848,9335.111185026974,9340.008430161372,9485.91385343848,9340.008430161372
2022-06-08,9550.957704157854,9468.731048853566,9521.839160065045,9529.27554966325,9521.839160065045
2022-06-07,9588.432429434948,9529.448225415625,9565.020005304359,9576.713630044853,9565.020005304359
2022-06-06,9576.280508830332,9433.738242335541,9528.140245923465,9433.8760006321,9528.140245923465
2022-06-01,9536.138849877663,9398.849188942886,9403.492919972869,9496.75451815833,9403.492919972869
2022-05-31,9643.621955240413,9572.482486823457,9592.429781937888,9582.847010580766,9592.429781937888
2022-05-30,9644.150528001255,9581.851300919774,9611.812094455307,9593.347443310571,9611.812094455307
2022-05-27,,,,,
2022-05-26,9558.30495899285,9478.714768364174,9544.91795958622,9491.71063018211,9544.91795958622
2022-05-25,9497.990697382158,9419.881331116672,9468.211973472371,9419.881331116672,9468.211973472371
2022-05-24,9444.409763989495,9325.013329170593,9387.590155865782,9424.077626071496,9387.590155865782
2022-05-23,9442.553564442342,9287.394587586727,9442.553564442342,9287.394587586727,9442.553564442342
2022-05-20,,,,,
2022-05-19,9269.45682523381,9008.474550437395,9100.781670550901,9269.45682523381,9100.781670550901
2022-05-18,9291.64570430565,9182.940657061763,9182.940657061763,9282.02830148873,9182.940657061763
2022-05-17,9411.58552930785,9319.350822581306,9386.204755245171,9319.350822581306,9386.204755245171
2022-05-16,9200.241395008863,9073.197015655429,9200.241395008863,9142.746048706596,9200.241395008863
2022-05-13,,,,,
2022-05-12,8968.654626607015,8737.799953210288,8829.114065814365,8968.654626607015,8829.114065814365
2022-05-11,8991.778487797412,8856.309062929213,8989.282708634302,8861.508602852356,8989.282708634302
2022-05-10,9000.061729870042,8883.038093801748,8915.829822684249,8883.038093801748,8915.829822684249
2022-05-09,9120.352693971765,8904.410937871655,8904.410937871655,9115.849023268573,8904.410937871655
2022-05-06,,,,,
2022-05-05,9420.726931987741,9265.012845976324,9277.154439787919,9265.012845976324,9277.154439787919
2022-05-04,9555.274075434538,9455.338424536318,9455.338424536318,9540.990343513227,9455.338424536318
2022-05-03,9451.969401951534,9344.915925964753,9451.969401951534,9430.993720878927,9451.969401951534
2022-04-29,,,,,
2022-04-28,9372.444868764587,9255.172459266592,9359.345357404996,9255.172459266592,9359.345357404996
2022-04-27,9354.018782107587,9211.856820444797,9313.094699098705,9263.654694433973,9313.094699098705
2022-04-26,9391.626936265946,9287.670523597713,9294.78048282269,9287.670523597713,9294.78048282269
2022-04-25,9582.612574958957,9350.553662518016,9402.800360290197,9582.612574958957,9402.800360290197
2022-04-22,,,,,
